id,name,category,unit,default_quantity,calories,protein,carbs,fats,fiber,sugar,sodium,usage_count,has_complete_data,missing_data
3bd02a55-25f7-476c-b578-07e817b39502,"1 1/2 cups all purpose flour
1/2 cup (1 stick) chilled unsalted butter",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
3e2a7e43-325c-41c8-bb29-518a0ce2d309,"tops and roots trimmed
1/4 teaspoon salt",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
40092daf-a2b6-4223-8b62-a4c5b546e7ed,pitted,other,g,100.0,425.1,18.720649325161062,29.502425178038017,25.802254448716024,0,0,0,1,True,none
4012310d-10c8-4072-bb53-c5a05c2b52e5,"6 tablespoons (3/4 stick) chilled butter
3 tablespoons vegetable oil
1 large red onion",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
4371d2d9-747a-474a-860c-76cb4425d59d,"trimmed and strings discarded
2 tablespoons shelled sunflower seeds",other,g,100.0,336.4,13.795196909475814,40.24309422887593,13.359421715706885,0,0,0,1,True,none
43fd9ea9-b2e1-4bf0-a5bd-ae616f05ba3c,"1/4 cup water
2 tablespoons chopped fresh cilantro
1 jalapeño chili",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
45b3c0b4-d60b-4073-8c1b-203454c2c590,"minced
2 large shallots",other,g,100.0,328.0,12.13382980959174,41.83757273835121,12.454837851546394,0,0,0,1,True,none
45cf16eb-8580-4116-a010-ffd63912547d,"softened
2 large eggs
1 cup cottage cheese (not low-fat)
1/2 cup sour cream
1/2 teaspoon salt
1/4 teaspoon white pepper
Accompaniment: sour cream",other,g,100.0,155.0,13.0,1.1,11.0,0,0,0,1,True,none
46934355-3303-4d2b-a4f4-edb4ce630319,cored,other,g,100.0,355.6,3.5769913405083296,29.93599796269712,24.620157748771472,0,0,0,1,True,none
488ef1c9-fd11-4776-b448-cea7128ad829,"sliced
1/2 cup crumbled feta cheese
1/4 cup chopped toasted hazelnuts",other,g,100.0,113.0,7.0,1.0,9.0,0,0,0,1,True,none
48a951c7-7d14-4b3b-a57b-79dce6763026,"halved crosswise
Plain yogurt",other,g,100.0,59.0,10.0,3.6,0.4,0,0,0,1,True,none
4c70e7a8-1e56-423c-970c-30b3f8440c3c,-ounce pork loin chops with bone,other,g,100.0,242.0,27.0,0,14.0,0,0,0,1,True,none
4cd9a76c-e5fb-43b0-8e08-5bbfb4004648,"drained
1/3 cup olive oil",other,g,100.0,884.0,0,0,100.0,0,0,0,1,True,none
54c87aab-7ff8-4d63-b491-b56ed16da31f,"lightly beaten
4 whole-wheat buns",other,g,100.0,256.5,10.579517955907285,28.104678480921514,11.311593770033626,0,0,0,1,True,none
552c52b2-aa7d-4040-9e4a-61211f506ec0,"sliced
1 tablespoon fresh lime juice
1 tablespoon olive oil
8 ounces chicken tenders
4 1/4-inch-thick slices red onion
4 1/4-inch-thick crosswise slices eggplant
Vegetable oil
8 6-inch-diameter flour tortillas
1/2 cup grated Monterey Jack cheese
1/2 cup grated sharp cheddar cheese
Sour cream",other,g,100.0,156.4,31.0,0,3.6,0,0,0,1,True,none
58970731-0639-45a3-8c3f-d4288202473b,cut into 1/2-inch cubes,other,g,100.0,443.6,13.967518285620088,39.1851721525574,25.666413684742583,0,0,0,1,True,none
589cc9cc-2970-4ee5-9cc9-484b43f32971,tender stems and leaves,other,g,100.0,149.2,9.467779908241756,25.576997897284695,1.00081353747755,0,0,0,1,True,none
58f4cedd-0203-459a-8989-4337f2a76e46,"trimmed of excess fat (about 1 inch thick)
2 tablespoons olive oil
2 1/2 cups canned low-salt chicken broth
1/3 cup dried cherries (about 2 ounces)
1/3 cup balsamic vinegar",other,g,100.0,156.4,31.0,0,3.6,0,0,0,1,True,none
59da36e4-2e0d-4674-bea8-eba1c14f44ab,"plus more to taste
1 tablespoon water
1/2 avocado",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
5b273408-b8c3-4452-a747-094af29e22ac,pineapple,other,g,100.0,281.9,16.72240379441164,37.11776204748072,7.392125959993274,0,0,0,1,True,none
5ea93638-849b-4d10-bf68-405d8669d6cc,beets,other,g,100.0,405.2,9.467611081105087,47.1895707200355,19.84003437493272,0,0,0,1,True,none
63333d29-484d-437f-818b-37388335e365,"sliced
1/2 cup crumbled Gorgonzola cheese (about 2 1/2 ounces)
1/3 cup chopped walnuts",other,g,100.0,113.0,7.0,1.0,9.0,0,0,0,1,True,none
63b3243c-0472-4b56-8957-1d5594ec2f34,"bottom white part thinly sliced and finely chopped (about 1/4 cup)
1 1/2 tablespoons soy sauce
2 teaspoons chopped Thai bird chilies or another fresh chili
1/2 teaspoon dried chili flakes
1 teaspoon ground turmeric
2 teaspoons sugar
1/2 teaspoon salt
12 ounces tofu",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
659025bd-b7a4-4a71-ba99-e7a817395c9b,"minced
1 teaspoon sugar
1/2 teaspoon dried crushed red pepper
1 9-ounce package fresh cheese ravioli",other,g,100.0,255.5,8.606461349997646,49.70600407748636,2.4675741594336125,0,0,0,1,True,none
65acfc1d-e66d-4e6b-9fdd-056bfca65e1c,"seeded and finely chopped
2 tablespoons finely chopped fresh cilantro
1 egg",other,g,100.0,311.1,18.56680814169933,19.085991915922982,17.827435306637234,0,0,0,1,True,none
6a3b5b21-0b41-46d9-96c4-6f9dffafc711,fronds reserved,other,g,100.0,415.0,14.86510172456746,46.33497245075806,18.90964588321878,0,0,0,1,True,none
6b2d4695-104e-4da9-a341-a491df9ee573,"plus sprigs for garnish
1 clove garlic
2 large green onions or scallions",other,g,100.0,40.0,1.1,9.0,0.1,0,0,0,1,True,none
6c884ca3-642c-4b2b-9615-4211731100e2,"1/2 lb plum tomatoes
1/2 lb fresh tomatillos",other,g,100.0,21.0,0.9,3.9,0.2,0,0,0,1,True,none
6cb5ae2b-36a7-4f47-8333-d9fd33cd45dc,"1/2 cup olive oil
1/3 cup white wine vinegar
4 teaspoons Moroccan spice blend
1 15-ounce can garbanzo beans (chickpeas)",other,g,100.0,884.0,0,0,100.0,0,0,0,1,True,none
6f0f658a-adf6-461d-a571-1a5f23279e9b,"cut into 1/2-inch pieces
3 tablespoons sugar
1/2 teaspoon salt
1 large egg yolk
3 tablespoons (or more) ice water
1 1/2 teaspoons grated orange peel
1 15-ounce can solid pack pumpkin
3 large eggs
3/4 cup (packed) golden brown sugar
3/4 cup whipping cream
1/4 cup frozen orange juice concentrate",other,g,100.0,155.0,13.0,1.1,11.0,0,0,0,1,True,none
7163e22a-ef19-4365-9e6a-8f6f27607e41,"mashed potato
2 tablespoons minced fresh parsley
1 tablespoon minced scallions
1 teaspoon salt
1/4 teaspoon pepper
1 cup farmer cheese
1/4 cup sugar
1 egg",other,g,100.0,113.0,7.0,1.0,9.0,0,0,0,1,True,none
77cd505c-d404-4309-a79d-adbdbbefc46f,"drained
1 1/2 cups coarsely chopped seeded tomatoes
1 1/2 cups coarsely chopped seeded peeled cucumbers
1 cup coarsely crumbled feta cheese
1/2 cup chopped red onion
1/3 cup chopped fresh Italian parsley
4 whole pita bread rounds",other,g,100.0,499.9,24.25588985879008,48.16866013219689,23.353652248746265,0,0,0,1,True,none
7952d14c-e8ea-420d-b416-faa885a5975c,cut into 1/4-inch-thick rounds,other,g,100.0,185.4,18.217293293367526,6.105549944100793,9.789037034116665,0,0,0,1,True,none
7c3fd8f1-a1a9-4da1-9e8d-79dedcd26304,or pepper leaves,other,g,100.0,325.7,10.0,64.0,3.3,0,0,0,1,True,none
7caa37f8-37bc-412f-912d-513898b753ec,"stick cut into tablespoon pieces and other tablespoon melted
1 1/2 tablespoons Sherry vinegar
1 1/2 tablespoons soy sauce",other,g,100.0,371.4,12.949094081301283,40.37312348847218,17.568713325275464,0,0,0,1,True,none
7cbbe5f5-b53b-4aa2-8b62-878ce9ae6679,toasted (about 2 ounces),other,g,100.0,201.6,8.93815413768691,30.918334751845112,4.685768501570354,0,0,0,1,True,none
7d08ea47-62e9-4faa-8ed8-2667c58d01cc,"husks discarded and tomatillos rinsed
2 fresh jalapeño chiles
1 (1-inch) wedge of large white onion
2 garlic cloves
2 teaspoons salt
3 tablespoons chopped fresh cilantro
1/4 to 1/2 cup water
4 to 8 tablespoons corn or vegetable oil
8 large eggs
8 (6- to 7-inch) corn tortillas",other,g,100.0,155.0,13.0,1.1,11.0,0,0,0,1,True,none
7dce2c0b-d4a4-4077-93b4-0f98131206a2,stalks,other,g,100.0,303.5,17.888834326430512,24.303471251552768,14.969030733610518,0,0,0,1,True,none
7f1a4958-b485-4540-99d4-81a90ccbc1c0,"rinsed
1/4 cup Sherry
1/3 cup low-salt chicken broth
1/4 cup fresh lime juice
1 tablespoon chopped fresh sage
1 tablespoon chopped fresh thyme
1 teaspoon minced fresh rosemary
1 ripe avocado",other,g,100.0,156.4,31.0,0,3.6,0,0,0,1,True,none
7fda7af1-2fb1-4f02-84c0-7d0c330b4f06,"1/2 teaspoonfenugreek seeds
2 tablespoons red- or white-wine vinegar
2 teaspoons ground coriander seeds
1 teaspoon ground cumin
1/2 teaspoon cayenne
1/4 teaspoon turmeric
four 5-ounce pieces salmon fillet with skin
3 bell peppers (preferably different colors)
1 medium onion
4 large garlic cloves
4 tablespoons vegetable oil
1 tablespoon grated peeled fresh gingerroot
2 cups Laxmi's fresh coconut milk or canned unsweetened coconut milk
1 teaspoon coarse salt",other,g,100.0,208.0,25.0,0,12.0,0,0,0,1,True,none
80a8a1b2-e268-4dac-9285-8a71dd524ef6,"cut into 1-inch pieces
2 1/4 cups water
1/4 cup sour cream",other,g,100.0,345.0,2.1,2.8,37.0,0,0,0,1,True,none
815e6e01-7cca-438a-8ee2-a48202f488b0,or 2/3 cup loosely packed Asian basil leaves,other,g,100.0,362.3,9.825448437167703,23.19672701403887,25.576682389816913,0,0,0,1,True,none
8191bf6f-e046-4b52-a4ba-2c1414ab4f8b,"chopped fine
1/4 cup chopped fresh thyme leaves
1/4 cup chopped fresh oregano leaves
1/2 cup chopped fresh rosemary leaves
3 tablespoons coarse salt
1 cup olive oil
freshly ground black pepper to taste
Garnish: fresh herb sprigs
Accompaniment:coriander chutney",other,g,100.0,884.0,0,0,100.0,0,0,0,1,True,none
81ce7628-71f4-4004-9cb4-739ba502b339,"divided
1/4 cup dry white wine
12 ounces strozzapreti or casarecce pasta
Kosher salt
1 pound rock shrimp or 1 small shrimp",other,g,100.0,99.0,24.0,0,0.3,0,0,0,1,True,none
822e75be-34fe-4daf-889e-2d899cefc9ef,"1 1/2 pounds red-skinned potatoes
1 9-ounce package frozen artichoke hearts",other,g,100.0,297.2,14.795028145218382,42.298780459451784,7.647759215155383,0,0,0,1,True,none
825d893e-e769-4e14-975a-7f36dad62297,"1 cup sour cream
3 tablespoons finely grated peeled fresh horseradish (1 oz",other,g,100.0,345.0,2.1,2.8,37.0,0,0,0,1,True,none
82b27f4d-5b0f-44d9-b5c0-73378b5ef5c0,"or to taste
Accompaniment: cooked white or brown basmati rice",other,g,100.0,390.8,12.752809322950865,43.28618121314977,18.520077767572566,0,0,0,1,True,none
86b1eba9-f5bc-4f04-8000-372c109267f8,thawed,other,g,100.0,414.2,4.008692151751942,48.32330927349322,22.768492808365217,0,0,0,1,True,none
87e77ebb-fe3b-4dfa-bd29-521d912f9b8c,preferably San Marzano,other,g,100.0,281.0,11.040128168592446,38.211668221535554,9.33510856279355,0,0,0,1,True,none
8a37b043-7e49-4ecb-9c52-e14e03038295,mild feta cheese (preferably French,other,g,100.0,113.0,7.0,1.0,9.0,0,0,0,1,True,none
977848ca-69f6-42ff-a175-72db40586cf0,"15 vine-ripened plum tomatoes
1/2 cup packed fresh basil or flat-leafed parsley leaves",other,g,100.0,21.0,0.9,3.9,0.2,0,0,0,1,True,none
9af234bc-9695-455c-83b0-f3cdad42a084,"thinly sliced
1 1/2 tablespoons sugar
3/4 cup Sherry wine vinegar
1 tablespoon coarse kosher salt
2 teaspoons ground cumin
1/4 teaspoon ground black pepper
6 boneless chicken breast halves with skin
4 teaspoons olive oil
4 garlic cloves",other,g,100.0,156.4,31.0,0,3.6,0,0,0,1,True,none
9d26c257-10b3-4460-8770-1a557deb1150,outer layers peeled,other,g,100.0,385.6,24.35440918070256,31.768116536220013,17.90226741337454,0,0,0,1,True,none
9de0f254-d676-4ba4-8256-dc268a555a7a,strawberries (about 1 pint),other,g,100.0,245.3,2.4052668239848627,35.0065928360051,10.626112782235953,0,0,0,1,True,none
9e626d36-01af-4782-9b3f-cacebe25f2cb,"chopped
3/4 cup heavy cream
1/4 cup crème fraîche
2 teaspoons bourbon
Special equipment: An 11""-diameter fluted tart pan with a removable bottom",other,g,100.0,345.0,2.1,2.8,37.0,0,0,0,1,True,none
a15b1726-fdaf-47cb-965a-ac7bb7cae915,"trimmed
4 lb butternut squash",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
a4611da0-da5d-40aa-b228-dc62fc27c963,"cut into 4 bunches)
1/4 teaspoon salt
Special equipment: an adjustable-blade slicer",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
a4e8e9be-9ddd-4ff2-9b22-3a11755552a5,pitted,other,g,100.0,227.0,17.488167594703675,18.663244643929268,9.155597941879305,0,0,0,1,True,none
a864cb28-9e50-4e5a-a779-6846eab75160,"trimmed
1/4 pound snow peas",other,g,100.0,307.9,3.6592453404541194,48.086555379198494,11.215567880817439,0,0,0,1,True,none
ac57f210-9694-4e12-8e42-2328cbbd97ab,"1 cup dry white wine
3 tablespoons bottled clam juice
3 large garlic cloves",other,g,100.0,429.6,2.9998962822963406,48.002834269457274,25.06801852505111,0,0,0,1,True,none
af8d072a-8b3f-42cd-936e-44bbd346a661,"beaten
3 tablespoons cold water
1 egg",other,g,100.0,0,0,0,0,0,0,0,1,0.0,calories
b1bc5364-2545-4432-a29c-98da6ae80a04,shredded,other,g,100.0,480.8,17.568236703905207,44.27641281759059,25.936681806224748,0,0,0,1,True,none
b60686fd-e2cf-44a4-8aec-d5f66408f4b9,"diced
1 1/2 cups (about) fresh French breadcrumbs
8 tablespoons (about) olive oil",other,g,100.0,265.0,9.0,49.0,3.2,0,0,0,1,True,none
b663c488-d3b6-494a-ad20-8dbff6b7b48e,green beans (preferably haricots verts),other,g,100.0,489.5,12.637798407785102,43.15068381511253,29.59372619933845,0,0,0,1,True,none
baf12282-259d-4f57-a5f7-6dcb0d6df93d,"2 cups dried medium egg noodles
3 tablespoons unsalted butter",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
c3a34098-5aff-4d60-9ac2-416f501370e9,"deveined
2 tablespoons unsalted butter",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
c5ab830f-cf3c-43c1-b2f4-a534d0c20eb2,beaten,other,g,100.0,203.7,19.234797818179857,9.247877826712731,9.975692697597218,0,0,0,1,True,none
c7aed51e-f203-44a8-a7dc-31148beb921f,"chopped
Black olives (optional)
Grated Parmesan cheese",other,g,100.0,113.0,7.0,1.0,9.0,0,0,0,1,True,none
c81f51bf-05a5-4a07-9048-59b4f6182e0b,"thinly sliced crosswise
1 1/2 pounds russet potatoes",other,g,100.0,77.0,2.0,17.0,0.1,0,0,0,1,True,none
c8863fb0-6bfc-4edd-bfa7-d908648342e1,"cut into 1 1/2-inch pieces (about 7 cups)
6 tablespoons (3/4 stick) butter
3 tablespoons honey
1 teaspoon fresh lemon juice",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
c9473805-4112-4763-bc1b-e735d343d61c,"warmed
sea salt and black pepper
4 1/2 cups bite-size kale pieces
finely grated zest of 1 lemon
1 tablespoon olive oil
sesame seeds",other,g,100.0,884.0,0,0,100.0,0,0,0,1,True,none
ce439226-9289-4ddb-ab2a-2b845c31b909,"and diagonally cut crosswise into 1 1/2-inch-thick triangular pieces
3 tablespoons olive oil
1/4 teaspoon salt
1/4 teaspoon black pepper
1 stick (1/2 cup) plus 1 tablespoon unsalted butter",other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
d12540ac-d41c-4219-b582-46cf7391ca6c,"beaten to blend
2 tablespoons chopped fresh mint
2 teaspoons dried oregano
1 teaspoon salt
1/2 teaspoon pepper
6 ounces feta cheese",other,g,100.0,433.1,19.909576985430395,49.52368373985192,17.26740025934291,0,0,0,1,True,none
d1725891-7c9a-4231-9118-31ba0153da59,"1/2 cup)
1/4 cup sour cream
2 tablespoons water
2 teaspoons fresh lemon juice
1/2 teaspoon minced garlic
2 1/2 tablespoons extra-virgin olive oil
2 tablespoons finely chopped fresh basil
2 medium zucchini (1 lb total)
3/4 lb cherry tomatoes (preferably on the vine",other,g,100.0,345.0,2.1,2.8,37.0,0,0,0,1,True,none
d2790ce7-72dd-4a18-b103-7c48af7feff8,"1 lb ground turkey thigh meat
4 scallions",other,g,100.0,250.0,26.0,0,15.0,0,0,0,1,True,none
d2a0e3fc-ce21-4b85-b574-7b6c2be4d577,butter,other,g,100.0,717.0,0.9,0.1,81.0,0,0,0,1,True,none
d37515fd-3e4a-4e9b-9aba-21f4ef4c0e73,core removed,other,g,100.0,238.4,3.8838964564430256,47.491234563868105,3.6512302984775378,0,0,0,1,True,none
d387c3aa-ae46-4211-89f5-3e3f093ef7fe,(about 5) tomatillos,other,g,100.0,326.0,9.423666237128113,42.10441020743692,13.322115297101133,0,0,0,1,True,none
d409b12e-5c43-47ef-8433-c7ce2e8d76ec,"minced
1 cup whipping cream
1/2 cup plus 3 tablespoons chopped parsley
1 1 1/2-pound salmon fillet (about 3/4 to 1 inch thick)
Olive oil
1 tablespoon minced fresh tarragon or 1 teaspoon dried
1 tablespoon minced chives or green onion
Parsley sprigs",other,g,100.0,208.0,25.0,0,12.0,0,0,0,1,True,none
d6620697-80ca-4c0f-88eb-c05ac888c681,"trimmed (about 18 ounces)
6 tablespoons olive oil (preferably extra-virgin)
3 tablespoons Sherry wine vinegar
1 large garlic clove",other,g,100.0,162.1,6.4,33.0,0.5,0,0,0,1,True,none
d6e3ddd1-58c0-4044-b4af-05df51626ab8,"patted dry and cut into 3/4-inch cubes
4 tablespoons vegetable oil
1/2 yellow onion",other,g,100.0,884.0,0,0,100.0,0,0,0,1,True,none
d733c706-f3e7-4f4f-9135-b141d09dbff3,"pressed
Pinch of sugar
12 cups mixed baby greens
2 green onions",other,g,100.0,40.0,1.1,9.0,0.1,0,0,0,1,True,none
d896cc07-9c4f-40c5-883b-d8f8c437aab8,boned,other,g,100.0,122.8,7.804603316803648,12.785289309404336,4.491086630250955,0,0,0,1,True,none
d974786f-5791-4f7a-ab09-d6c380392e08,(28-ounce) can whole peeled tomatoes,other,g,100.0,21.0,0.9,3.9,0.2,0,0,0,1,True,none
